Date,Sentiment_Score,News_Volume
2021-04-13,0.335567,100
2021-04-14,0.440122,100
2021-04-15,0.43953899999999996,100
2021-04-16,0.442977,100
2021-04-17,0.49733,100
2021-04-18,0.586968,100
2021-04-19,0.430318,100
2021-04-20,0.490792,100
2021-04-21,0.464399,100
2021-04-22,0.474264,100
2021-04-23,0.530778,100
2021-04-24,0.596254,100
2021-04-25,0.607605,100
2021-04-26,0.539011,100
2021-04-27,0.571089,100
2021-04-28,0.508593,100
2021-04-29,0.526867,100
2021-04-30,0.44498600000000005,100
2021-05-01,0.568824,100
2021-05-02,0.648113,100
2021-05-03,0.544829,100
2021-05-04,0.479884,100
2021-05-05,0.434986,100
2021-05-06,0.425556,100
2021-05-07,0.39508200000000004,100
2021-05-08,0.654629,100
2021-05-09,0.589109,100
2021-05-10,0.461484,100
2021-05-11,0.487196,100
2021-05-12,0.518428,100
2021-05-13,0.5187660000000001,100
2021-05-14,0.385335,100
2021-05-15,0.5636220000000001,100
2021-05-16,0.5568379999999999,100
2021-05-17,0.45612699999999995,100
2021-05-18,0.446339,100
2021-05-19,0.535537,100
2021-05-20,0.564978,100
2021-05-21,0.511818,100
2021-05-22,0.581954,100
2021-05-23,0.565577,100
2021-05-24,0.43999299999999997,100
2021-05-25,0.47029899999999997,100
2021-05-26,0.482512,100
2021-05-27,0.54512,100
2021-05-28,0.556341,100
2021-05-29,0.54665,100
2021-05-30,0.536476,100
2021-05-31,0.5992390000000001,100
2021-06-01,0.648115,100
2021-06-02,0.571015,100
2021-06-03,0.488599,100
2021-06-04,0.63399,100
2021-06-05,0.588248,100
2021-06-06,0.534945,100
2021-06-07,0.587717,100
2021-06-08,0.504642,100
2021-06-09,0.502394,100
2021-06-10,0.547863,100
2021-06-11,0.48457,100
2021-06-12,0.575828,100
2021-06-13,0.655657,100
2021-06-14,0.572659,100
2021-06-15,0.385389,100
2021-06-16,0.464166,100
2021-06-17,0.5300090000000001,100
2021-06-18,0.496694,100
2021-06-19,0.511057,100
2021-06-20,0.549274,100
2021-06-21,0.486309,100
2021-06-22,0.548227,100
2021-06-23,0.551658,100
2021-06-24,0.507479,100
2021-06-25,0.55751,100
2021-06-26,0.60344,100
2021-06-27,0.5697800000000001,100
2021-06-28,0.5304,100
2021-06-29,0.537808,100
2021-06-30,0.48973700000000003,100
2021-07-01,0.468872,100
2021-07-02,0.39645400000000003,100
2021-07-03,0.5843805555555556,72
2021-07-04,0.591016,100
2021-07-05,0.603645,100
2021-07-06,0.586946,100
2021-07-07,0.507031,100
2021-07-08,0.24028300000000002,100
