Date,FinBERT_Score,Prob_Pos,Prob_Neg,News_Volume
2020-04-04,0.054276768,0.31406176,0.259785,100
2020-04-05,-0.027355721,0.26521605,0.29257178,100
2020-04-06,-0.28415173,0.23673193,0.5208837,100
2020-04-07,-0.11447063,0.31754157,0.4320122,100
2020-04-08,-0.22449316,0.24516991,0.46966308,100
2020-04-09,-0.06724529,0.33274162,0.39998692,100
2020-04-10,-0.0038317645,0.25215343,0.2559852,100
2020-04-11,0.06188189,0.3436079,0.281726,100
2020-04-12,0.100030705,0.30741104,0.20738034,100
2020-04-13,-0.15861662,0.27525154,0.43386817,100
2020-04-14,-0.15401714,0.2822965,0.43631363,100
2020-04-15,-0.15372615,0.2997479,0.45347404,100
2020-04-16,-0.2659006,0.2744778,0.5403784,100
2020-04-17,-0.00010438562,0.40570223,0.40580663,100
2020-04-18,0.030922312,0.3396225,0.3087002,100
2020-04-19,0.042114876,0.2910087,0.24889383,100
2020-04-20,-0.062125728,0.32462034,0.38674605,100
2020-04-21,-0.021074917,0.3429097,0.3639846,100
2020-04-22,-0.16278599,0.23766233,0.40044835,100
2020-04-23,-0.034498554,0.30676642,0.34126496,100
2020-04-24,-0.29738587,0.19155456,0.48894048,100
2020-04-25,-0.04821474,0.27063045,0.31884518,100
2020-04-26,-0.13563111,0.24673784,0.38236895,100
2020-04-27,-0.07108297,0.35367778,0.4247608,100
2020-04-28,0.038058054,0.3073227,0.26926467,100
2020-04-29,-0.10232295,0.3156376,0.41796055,100
2020-04-30,-0.16023819,0.24617277,0.40641093,100
2020-05-01,-0.20740108,0.22990337,0.43730447,100
2020-05-02,-0.027289186,0.2978929,0.32518208,100
2020-05-03,0.08793432,0.3541538,0.26621953,100
2020-05-04,-0.39244124,0.21943761,0.6118789,100
2020-05-05,0.056147233,0.3487212,0.29257396,100
2020-05-06,-0.15027726,0.24757367,0.39785096,100
2020-05-07,-0.18799603,0.19237629,0.38037232,100
2020-05-08,-0.053425886,0.27547547,0.32890138,100
2020-05-09,0.105029896,0.2572823,0.15225238,100
2020-05-10,0.08687762,0.30468088,0.21780325,100
2020-05-11,-0.14704522,0.29577723,0.44282246,100
2020-05-12,-0.0847142,0.27339953,0.3581137,100
2020-05-13,-0.27408448,0.21723816,0.49132264,100
2020-05-14,-0.29540297,0.20644468,0.5018476,100
2020-05-15,-0.18757315,0.2624593,0.45003247,100
2020-05-16,0.039562285,0.31070045,0.27113816,100
2020-05-17,0.020511542,0.31132403,0.2908125,100
2020-05-18,0.16792755,0.43863922,0.27071166,100
2020-05-19,0.10416699,0.44168177,0.3375148,100
2020-05-20,0.0052463072,0.37642822,0.3711819,100
